code_str,labels
"z = 0
d = 4
e = 2
if(e >= 4) {
    a = 3
}
else if(e == 0) {
    z = 0
}
else if(e > 4) {
    h = 3
}
e = 5
if(e > 5) {
    f = 0
}
else {
    h = 5
}
q = 5
END","[0, 0, 0, 0]"
"i = 0
x = 4
b = 0
a = 5
for(int i=0; i<0; i++) {
    p = 2
}
q = 1
if(q <= 2) {
    n = 1
}
else if(q > 0) {
    n = 4
}
x = 5
END","[0, 1, 1]"
"q = 1
if(q <= 1) {
    a = 3
}
else if(q < 5) {
    y = 1
}
f = 1
n = 5
if(n == 4) {
    v = 5
}
else if(n == 4) {
    a = 1
}
else if(n <= 0) {
    n = 0
}
o = 5
if(o <= 3) {
    c = 5
}
else if(o == 4) {
    r = 4
}
c = 2
END","[1, 1, 0, 0, 0, 0, 0]"
"u = 5
m = 0
c = 5
if(c < 3) {
    n = 4
}
else {
    k = 3
}
for(int i=0; i<3; i++) {
    v = 2
}
END","[0, 1]"
"b = 1
if(b >= 2) {
    v = 0
}
else if(b >= 4) {
    v = 1
}
c = 0
if(c >= 2) {
    p = 2
}
for(int i=0; i<1; i++) {
    l = 1
}
for(int i=0; i<2; i++) {
    k = 2
}
y = 1
END","[0, 0, 0, 1, 1]"
"for(int i=0; i<2; i++) {
    m = 4
}
for(int i=0; i<3; i++) {
    i = 3
}
u = 5
if(u == 3) {
    y = 0
}
else if(u <= 4) {
    m = 2
}
else if(u == 2) {
    v = 5
}
for(int i=0; i<2; i++) {
    d = 4
}
for(int i=0; i<3; i++) {
    s = 5
}
END","[1, 1, 0, 0, 0, 1, 1]"
"f = 1
t = 5
a = 2
j = 3
g = 1
END",[]
"a = 2
if(a < 1) {
    h = 1
}
else {
    b = 1
}
z = 2
n = 3
END",[0]
"i = 2
if(i >= 3) {
    y = 5
}
else if(i < 5) {
    h = 2
}
else if(i < 5) {
    k = 5
}
else {
    e = 3
}
x = 5
if(x == 3) {
    k = 1
}
h = 2
k = 3
o = 1
u = 2
f = 0
END","[0, 1, 1, 0]"
"b = 5
j = 3
if(j < 0) {
    f = 2
}
else if(j > 0) {
    a = 1
}
else if(j <= 5) {
    q = 0
}
else {
    q = 0
}
a = 2
l = 0
if(l == 2) {
    o = 0
}
else if(l == 0) {
    m = 5
}
else {
    v = 1
}
for(int i=0; i<3; i++) {
    y = 5
}
e = 2
z = 0
if(z < 2) {
    z = 1
}
else if(z < 2) {
    j = 5
}
else if(z < 1) {
    d = 2
}
END","[0, 1, 1, 0, 1, 1, 1, 1, 1]"
"e = 1
if(e < 5) {
    e = 0
}
else if(e == 5) {
    f = 1
}
for(int i=0; i<3; i++) {
    v = 2
}
m = 2
w = 1
if(w >= 1) {
    f = 0
}
else if(w >= 5) {
    x = 2
}
else if(w < 2) {
    o = 4
}
else {
    u = 1
}
v = 2
if(v == 1) {
    x = 5
}
else if(v == 4) {
    d = 5
}
else if(v <= 3) {
    b = 2
}
else {
    t = 0
}
END","[1, 0, 1, 1, 0, 1, 0, 0, 1]"
"for(int i=0; i<3; i++) {
    g = 5
}
n = 2
r = 2
END",[1]
"for(int i=0; i<3; i++) {
    s = 0
}
c = 0
l = 1
if(l > 5) {
    i = 5
}
else if(l > 5) {
    i = 3
}
else {
    a = 4
}
END","[1, 0, 0]"
"for(int i=0; i<2; i++) {
    e = 0
}
c = 2
for(int i=0; i<2; i++) {
    q = 0
}
m = 2
m = 3
if(m <= 1) {
    y = 3
}
g = 2
END","[1, 1, 0]"
"s = 0
i = 5
if(i == 1) {
    t = 4
}
else {
    y = 5
}
l = 1
END",[0]
"for(int i=0; i<3; i++) {
    f = 4
}
r = 2
if(r < 5) {
    j = 4
}
else if(r <= 0) {
    n = 5
}
s = 4
if(s > 2) {
    w = 4
}
else {
    j = 1
}
END","[1, 1, 0, 1]"
"for(int i=0; i<3; i++) {
    j = 5
}
h = 2
if(h == 2) {
    o = 4
}
else if(h == 4) {
    s = 2
}
else if(h <= 0) {
    x = 2
}
l = 1
w = 2
if(w > 0) {
    m = 2
}
else if(w > 0) {
    i = 0
}
else if(w > 4) {
    c = 4
}
else {
    f = 3
}
t = 3
h = 4
if(h <= 1) {
    c = 3
}
else if(h <= 3) {
    v = 3
}
v = 4
if(v > 4) {
    o = 3
}
else if(v <= 1) {
    o = 5
}
else {
    u = 1
}
END","[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
"for(int i=0; i<1; i++) {
    q = 4
}
j = 3
z = 1
if(z > 0) {
    w = 2
}
else {
    g = 1
}
w = 4
END","[1, 1]"
"x = 4
k = 3
for(int i=0; i<1; i++) {
    p = 4
}
for(int i=0; i<0; i++) {
    t = 4
}
for(int i=0; i<2; i++) {
    u = 1
}
i = 0
END","[1, 0, 1]"
"i = 2
a = 5
u = 0
for(int i=0; i<3; i++) {
    p = 2
}
u = 0
y = 4
END",[1]
"o = 3
if(o <= 4) {
    x = 1
}
else if(o < 4) {
    x = 2
}
else if(o == 4) {
    r = 2
}
w = 1
if(w > 4) {
    e = 5
}
d = 4
END","[1, 1, 0, 0]"
"l = 0
if(l < 4) {
    h = 0
}
else if(l < 0) {
    m = 4
}
else if(l > 3) {
    j = 5
}
else {
    f = 0
}
v = 4
for(int i=0; i<3; i++) {
    x = 1
}
z = 3
s = 5
if(s <= 0) {
    t = 5
}
else {
    i = 0
}
k = 5
END","[1, 0, 0, 1, 0]"
"q = 3
q = 3
if(q == 2) {
    d = 0
}
else if(q >= 5) {
    s = 4
}
else if(q <= 5) {
    s = 4
}
s = 3
if(s == 0) {
    a = 0
}
else if(s <= 1) {
    c = 1
}
else if(s < 2) {
    x = 2
}
else {
    n = 3
}
o = 3
if(o == 5) {
    c = 4
}
else if(o <= 0) {
    q = 1
}
else if(o >= 3) {
    r = 0
}
f = 0
i = 2
if(i <= 0) {
    p = 2
}
else if(i <= 0) {
    k = 0
}
else if(i < 4) {
    b = 1
}
END","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
"k = 0
v = 5
if(v >= 3) {
    g = 5
}
else if(v > 5) {
    t = 4
}
k = 1
n = 1
if(n < 4) {
    r = 5
}
else if(n > 5) {
    u = 2
}
else {
    v = 5
}
END","[1, 0, 1, 0]"
"k = 0
p = 5
if(p >= 1) {
    u = 4
}
else {
    r = 2
}
c = 5
if(c <= 5) {
    v = 2
}
else {
    f = 0
}
d = 0
if(d > 3) {
    d = 2
}
else if(d == 1) {
    o = 0
}
u = 4
if(u == 0) {
    r = 0
}
for(int i=0; i<0; i++) {
    p = 5
}
END","[1, 1, 0, 0, 0, 0]"
"s = 2
w = 5
x = 1
if(x <= 5) {
    n = 5
}
else if(x >= 5) {
    b = 1
}
else {
    a = 2
}
END","[1, 0]"
"o = 0
l = 1
for(int i=0; i<1; i++) {
    f = 4
}
END",[1]
"x = 4
if(x > 3) {
    r = 3
}
x = 0
r = 1
y = 4
if(y >= 3) {
    w = 4
}
else if(y <= 1) {
    t = 3
}
for(int i=0; i<0; i++) {
    t = 4
}
for(int i=0; i<1; i++) {
    o = 5
}
t = 4
if(t == 4) {
    y = 2
}
else if(t > 5) {
    j = 3
}
else {
    e = 4
}
END","[1, 1, 0, 0, 1, 1, 0]"
"for(int i=0; i<1; i++) {
    d = 4
}
n = 2
if(n <= 0) {
    o = 4
}
else if(n >= 1) {
    s = 3
}
else {
    k = 3
}
d = 4
if(d <= 4) {
    q = 2
}
else if(d == 0) {
    l = 3
}
else if(d >= 4) {
    j = 5
}
a = 2
for(int i=0; i<3; i++) {
    r = 1
}
d = 4
if(d > 2) {
    v = 5
}
else if(d < 2) {
    q = 2
}
else if(d <= 0) {
    r = 0
}
END","[1, 0, 1, 1, 0, 1, 1, 1, 0, 0]"
"o = 5
a = 0
for(int i=0; i<1; i++) {
    t = 3
}
END",[1]
"h = 5
k = 2
h = 2
if(h == 1) {
    g = 2
}
else if(h == 0) {
    s = 2
}
for(int i=0; i<0; i++) {
    u = 5
}
for(int i=0; i<3; i++) {
    s = 1
}
q = 2
l = 0
END","[0, 0, 0, 1]"
"for(int i=0; i<3; i++) {
    d = 4
}
for(int i=0; i<2; i++) {
    s = 0
}
p = 1
if(p < 3) {
    e = 5
}
else if(p <= 3) {
    i = 4
}
else if(p <= 4) {
    t = 3
}
t = 0
if(t < 3) {
    b = 3
}
else if(t == 5) {
    a = 1
}
else if(t <= 1) {
    d = 1
}
s = 2
if(s == 5) {
    r = 3
}
else if(s < 5) {
    b = 3
}
else if(s >= 5) {
    j = 2
}
h = 0
END","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0]"
"o = 5
if(o < 0) {
    n = 2
}
n = 4
v = 4
if(v > 0) {
    r = 3
}
else if(v >= 4) {
    a = 2
}
else if(v >= 1) {
    a = 4
}
else {
    b = 3
}
b = 0
l = 1
l = 4
s = 2
END","[0, 1, 1, 1]"
"e = 0
k = 2
i = 4
f = 3
j = 3
w = 4
k = 3
END",[]
"for(int i=0; i<3; i++) {
    r = 1
}
b = 0
if(b <= 3) {
    o = 5
}
f = 0
if(f == 2) {
    o = 0
}
b = 0
END","[1, 1, 0]"
"for(int i=0; i<2; i++) {
    q = 3
}
c = 4
if(c >= 5) {
    d = 0
}
else if(c <= 0) {
    f = 1
}
else if(c > 0) {
    b = 2
}
else {
    m = 1
}
q = 5
if(q < 1) {
    u = 3
}
else if(q > 4) {
    p = 3
}
else if(q <= 1) {
    f = 5
}
for(int i=0; i<3; i++) {
    d = 0
}
END","[1, 0, 0, 1, 0, 1, 0, 1]"
"h = 3
z = 1
for(int i=0; i<0; i++) {
    p = 1
}
n = 2
if(n >= 2) {
    r = 2
}
else if(n == 3) {
    j = 5
}
o = 0
if(o == 0) {
    n = 1
}
else if(o <= 1) {
    b = 3
}
else {
    c = 3
}
END","[0, 1, 0, 1, 1]"
"p = 3
n = 0
z = 4
if(z < 5) {
    l = 0
}
else if(z == 5) {
    o = 2
}
n = 5
END","[1, 0]"
"for(int i=0; i<1; i++) {
    e = 1
}
for(int i=0; i<0; i++) {
    f = 5
}
q = 4
g = 4
c = 5
l = 2
for(int i=0; i<3; i++) {
    q = 4
}
END","[1, 0, 1]"
"a = 0
if(a >= 5) {
    s = 1
}
else if(a >= 5) {
    w = 3
}
else if(a <= 1) {
    x = 0
}
v = 1
if(v > 1) {
    s = 4
}
else if(v <= 1) {
    l = 1
}
else if(v < 1) {
    j = 4
}
else {
    y = 3
}
t = 1
if(t < 3) {
    o = 0
}
else if(t == 5) {
    z = 0
}
else if(t <= 1) {
    a = 4
}
l = 4
v = 3
e = 4
END","[0, 0, 1, 0, 1, 0, 1, 0, 1]"
"p = 1
g = 1
h = 3
if(h <= 0) {
    t = 4
}
else {
    l = 2
}
l = 4
for(int i=0; i<1; i++) {
    j = 2
}
END","[0, 1]"
"m = 4
if(m >= 3) {
    p = 1
}
else if(m > 4) {
    k = 2
}
o = 4
if(o <= 4) {
    c = 1
}
else if(o >= 2) {
    n = 5
}
else if(o > 1) {
    u = 4
}
else {
    m = 5
}
for(int i=0; i<3; i++) {
    s = 5
}
m = 1
END","[1, 0, 1, 1, 1, 1]"
"j = 0
if(j <= 1) {
    q = 0
}
else {
    y = 3
}
b = 5
if(b >= 4) {
    y = 0
}
else if(b >= 4) {
    e = 4
}
else {
    m = 5
}
k = 3
if(k < 4) {
    e = 4
}
else if(k == 1) {
    t = 5
}
else if(k >= 2) {
    y = 3
}
z = 3
if(z > 0) {
    w = 3
}
else if(z == 1) {
    w = 5
}
else {
    l = 3
}
t = 3
f = 4
END","[1, 1, 1, 1, 0, 1, 1, 0]"
"for(int i=0; i<2; i++) {
    z = 3
}
b = 0
for(int i=0; i<3; i++) {
    q = 2
}
t = 5
if(t >= 4) {
    c = 2
}
else if(t > 2) {
    n = 4
}
else {
    t = 4
}
END","[1, 1, 1, 1]"
"k = 3
if(k < 0) {
    l = 3
}
else if(k < 1) {
    k = 0
}
else if(k <= 0) {
    u = 4
}
for(int i=0; i<3; i++) {
    i = 5
}
f = 2
y = 2
if(y >= 0) {
    p = 5
}
else {
    p = 3
}
for(int i=0; i<3; i++) {
    d = 4
}
for(int i=0; i<1; i++) {
    z = 2
}
for(int i=0; i<0; i++) {
    s = 2
}
END","[0, 0, 0, 1, 1, 1, 1, 0]"
"for(int i=0; i<2; i++) {
    i = 0
}
for(int i=0; i<1; i++) {
    r = 0
}
x = 5
if(x <= 5) {
    s = 1
}
else if(x < 2) {
    m = 2
}
else if(x == 4) {
    j = 1
}
else {
    l = 0
}
END","[1, 1, 1, 0, 0]"
"a = 0
t = 3
p = 4
for(int i=0; i<1; i++) {
    w = 1
}
for(int i=0; i<1; i++) {
    z = 0
}
a = 1
END","[1, 1]"
"b = 3
if(b <= 2) {
    v = 1
}
else if(b >= 1) {
    h = 2
}
else if(b == 2) {
    v = 5
}
d = 1
b = 5
r = 0
g = 4
if(g >= 3) {
    c = 0
}
e = 0
END","[0, 1, 0, 1]"
"h = 3
z = 5
h = 5
if(h > 4) {
    k = 0
}
else {
    z = 3
}
END",[1]
"for(int i=0; i<1; i++) {
    q = 0
}
l = 2
i = 3
a = 3
f = 5
if(f <= 5) {
    u = 1
}
else {
    c = 5
}
u = 2
if(u < 0) {
    f = 2
}
else {
    t = 0
}
h = 1
if(h <= 0) {
    o = 3
}
else if(h == 2) {
    m = 4
}
else {
    r = 2
}
END","[1, 1, 0, 0, 0]"
"for(int i=0; i<0; i++) {
    q = 1
}
i = 0
for(int i=0; i<3; i++) {
    a = 1
}
e = 0
if(e > 2) {
    w = 0
}
else {
    e = 4
}
t = 0
if(t >= 2) {
    w = 0
}
else {
    c = 4
}
END","[0, 1, 0, 0]"
"p = 0
if(p <= 0) {
    o = 2
}
else if(p >= 1) {
    u = 3
}
else {
    b = 0
}
m = 3
d = 5
for(int i=0; i<1; i++) {
    n = 5
}
END","[1, 0, 1]"
"u = 3
if(u <= 4) {
    z = 3
}
else if(u == 5) {
    z = 2
}
else {
    q = 4
}
a = 3
b = 2
i = 2
s = 1
m = 2
if(m >= 2) {
    x = 5
}
else {
    n = 1
}
for(int i=0; i<2; i++) {
    j = 0
}
END","[1, 0, 1, 1]"
"e = 4
a = 0
j = 5
f = 0
END",[]
"d = 5
m = 0
for(int i=0; i<1; i++) {
    q = 2
}
h = 5
END",[1]
"j = 1
if(j > 1) {
    q = 0
}
else {
    y = 1
}
r = 3
r = 3
for(int i=0; i<0; i++) {
    k = 2
}
j = 4
for(int i=0; i<0; i++) {
    e = 4
}
e = 5
END","[0, 0, 0]"
"for(int i=0; i<2; i++) {
    y = 4
}
o = 3
s = 0
if(s == 1) {
    n = 5
}
else if(s < 4) {
    u = 4
}
else if(s > 5) {
    d = 2
}
END","[1, 0, 1, 0]"
"a = 5
x = 2
g = 5
END",[]
"e = 2
if(e < 0) {
    o = 2
}
else if(e <= 5) {
    r = 0
}
else if(e == 1) {
    o = 1
}
else {
    i = 5
}
q = 5
if(q == 5) {
    t = 3
}
else if(q > 1) {
    z = 1
}
else {
    z = 5
}
p = 4
for(int i=0; i<0; i++) {
    d = 2
}
g = 3
if(g == 5) {
    z = 3
}
else if(g <= 5) {
    e = 0
}
END","[0, 1, 0, 1, 1, 0, 0, 1]"
"h = 5
i = 0
if(i < 5) {
    r = 2
}
else {
    u = 0
}
l = 5
for(int i=0; i<3; i++) {
    w = 3
}
for(int i=0; i<3; i++) {
    s = 5
}
w = 1
if(w == 2) {
    m = 5
}
END","[1, 1, 1, 0]"
"e = 0
if(e >= 0) {
    p = 5
}
else if(e <= 2) {
    e = 1
}
v = 3
if(v <= 1) {
    p = 5
}
else if(v < 4) {
    j = 2
}
else if(v == 1) {
    i = 2
}
else {
    d = 2
}
for(int i=0; i<1; i++) {
    h = 4
}
o = 2
if(o <= 4) {
    s = 0
}
else {
    n = 4
}
END","[1, 1, 0, 1, 0, 1, 1]"
"c = 2
for(int i=0; i<2; i++) {
    h = 2
}
for(int i=0; i<3; i++) {
    v = 0
}
for(int i=0; i<0; i++) {
    d = 5
}
w = 3
if(w < 3) {
    w = 0
}
else if(w == 1) {
    d = 3
}
for(int i=0; i<1; i++) {
    k = 0
}
for(int i=0; i<3; i++) {
    l = 2
}
END","[1, 1, 0, 0, 0, 1, 1]"
"for(int i=0; i<0; i++) {
    y = 5
}
f = 2
v = 1
if(v == 5) {
    s = 2
}
else if(v <= 5) {
    m = 3
}
else {
    h = 4
}
k = 2
for(int i=0; i<0; i++) {
    j = 0
}
for(int i=0; i<0; i++) {
    e = 5
}
o = 0
END","[0, 0, 1, 0, 0]"
"b = 5
m = 5
t = 4
u = 3
if(u <= 5) {
    y = 2
}
else if(u <= 2) {
    s = 4
}
else if(u == 2) {
    v = 2
}
else {
    q = 2
}
z = 1
END","[1, 0, 0]"
"c = 3
z = 4
t = 3
if(t < 2) {
    p = 0
}
f = 4
c = 5
END",[0]
"for(int i=0; i<1; i++) {
    s = 2
}
e = 4
v = 1
q = 4
g = 3
for(int i=0; i<2; i++) {
    t = 2
}
c = 4
if(c < 0) {
    o = 3
}
END","[1, 1, 0]"
"for(int i=0; i<3; i++) {
    x = 1
}
for(int i=0; i<3; i++) {
    t = 2
}
y = 4
if(y <= 4) {
    w = 1
}
else if(y == 2) {
    i = 1
}
for(int i=0; i<3; i++) {
    i = 2
}
a = 0
i = 2
s = 4
END","[1, 1, 1, 0, 1]"
"l = 4
if(l < 4) {
    o = 2
}
else if(l >= 2) {
    w = 3
}
else {
    u = 1
}
n = 2
for(int i=0; i<0; i++) {
    g = 3
}
END","[0, 1, 0]"
"for(int i=0; i<0; i++) {
    h = 1
}
for(int i=0; i<3; i++) {
    o = 5
}
for(int i=0; i<1; i++) {
    g = 2
}
g = 5
for(int i=0; i<1; i++) {
    d = 3
}
for(int i=0; i<1; i++) {
    v = 1
}
h = 0
if(h < 4) {
    w = 2
}
else if(h == 4) {
    a = 5
}
else if(h < 4) {
    c = 4
}
else {
    j = 1
}
END","[0, 1, 1, 1, 1, 1, 0, 1]"
"p = 1
q = 5
b = 0
END",[]
"l = 1
if(l >= 1) {
    u = 1
}
for(int i=0; i<3; i++) {
    y = 4
}
u = 0
if(u >= 4) {
    x = 1
}
else if(u > 1) {
    n = 4
}
else if(u < 3) {
    l = 4
}
c = 3
if(c >= 5) {
    l = 0
}
else if(c == 3) {
    v = 2
}
else if(c < 0) {
    k = 2
}
END","[1, 1, 0, 0, 1, 0, 1, 0]"
"for(int i=0; i<3; i++) {
    d = 2
}
z = 4
for(int i=0; i<3; i++) {
    u = 5
}
END","[1, 1]"
"u = 2
t = 1
s = 2
s = 3
b = 4
f = 0
b = 5
if(b <= 5) {
    f = 0
}
else if(b == 1) {
    k = 2
}
else {
    h = 1
}
END","[1, 0]"
"r = 3
j = 5
if(j <= 0) {
    y = 0
}
else if(j > 4) {
    c = 4
}
else if(j < 3) {
    w = 4
}
z = 1
if(z >= 4) {
    g = 2
}
else if(z == 1) {
    o = 3
}
else {
    w = 0
}
l = 5
p = 0
if(p >= 3) {
    m = 2
}
else if(p < 3) {
    r = 5
}
else if(p >= 4) {
    w = 4
}
v = 5
if(v == 3) {
    r = 4
}
for(int i=0; i<3; i++) {
    u = 2
}
END","[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
"j = 4
k = 2
if(k == 0) {
    s = 1
}
else if(k > 1) {
    v = 1
}
else if(k > 1) {
    u = 1
}
else {
    m = 0
}
for(int i=0; i<3; i++) {
    v = 5
}
t = 0
END","[0, 1, 1, 1]"
"for(int i=0; i<3; i++) {
    x = 5
}
for(int i=0; i<1; i++) {
    v = 2
}
f = 5
if(f > 5) {
    d = 4
}
for(int i=0; i<3; i++) {
    k = 2
}
END","[1, 1, 0, 1]"
"k = 2
g = 3
e = 4
if(e <= 3) {
    n = 0
}
else {
    g = 3
}
z = 4
END",[0]
"c = 1
y = 2
if(y == 3) {
    w = 1
}
else if(y == 0) {
    n = 2
}
else if(y < 1) {
    f = 4
}
j = 5
END","[0, 0, 0]"
"h = 4
u = 2
if(u == 4) {
    g = 3
}
else if(u >= 0) {
    p = 1
}
else if(u > 5) {
    c = 4
}
for(int i=0; i<2; i++) {
    r = 0
}
for(int i=0; i<3; i++) {
    n = 0
}
END","[0, 1, 0, 1, 1]"
"k = 1
if(k < 3) {
    a = 4
}
else if(k > 5) {
    d = 2
}
else {
    a = 1
}
z = 0
a = 2
if(a > 5) {
    i = 2
}
else if(a > 5) {
    b = 4
}
else if(a == 5) {
    s = 2
}
else {
    g = 5
}
t = 4
if(t > 3) {
    f = 2
}
else {
    d = 1
}
END","[1, 0, 0, 0, 0, 1]"
"v = 4
u = 1
if(u == 3) {
    u = 1
}
else if(u <= 4) {
    u = 5
}
else {
    m = 1
}
h = 5
b = 3
x = 3
for(int i=0; i<1; i++) {
    d = 5
}
END","[0, 1, 1]"
"h = 2
if(h >= 0) {
    w = 0
}
else if(h < 2) {
    v = 4
}
d = 4
if(d > 0) {
    r = 2
}
else if(d > 4) {
    w = 4
}
else if(d > 0) {
    a = 2
}
b = 2
t = 1
if(t < 2) {
    t = 1
}
else if(t < 0) {
    e = 3
}
else if(t >= 0) {
    k = 0
}
for(int i=0; i<1; i++) {
    j = 2
}
f = 2
END","[1, 0, 1, 0, 1, 1, 0, 1, 1]"
"z = 3
w = 4
if(w < 4) {
    f = 1
}
else if(w == 4) {
    v = 1
}
else if(w > 3) {
    g = 1
}
else {
    c = 2
}
for(int i=0; i<2; i++) {
    y = 3
}
END","[0, 1, 1, 1]"
"for(int i=0; i<3; i++) {
    f = 3
}
n = 2
if(n > 5) {
    q = 5
}
else if(n == 0) {
    j = 0
}
g = 1
for(int i=0; i<2; i++) {
    l = 4
}
d = 4
for(int i=0; i<1; i++) {
    w = 4
}
x = 3
END","[1, 0, 0, 1, 1]"
"l = 1
r = 1
s = 5
if(s < 5) {
    x = 4
}
else if(s == 4) {
    b = 1
}
else {
    p = 2
}
END","[0, 0]"
"t = 3
t = 3
for(int i=0; i<3; i++) {
    u = 3
}
END",[1]
"y = 3
p = 2
e = 5
END",[]
"s = 2
for(int i=0; i<0; i++) {
    s = 5
}
u = 4
n = 2
if(n < 2) {
    q = 4
}
else if(n == 5) {
    r = 2
}
else if(n == 1) {
    p = 1
}
else {
    y = 3
}
END","[0, 0, 0, 0]"
"y = 4
for(int i=0; i<2; i++) {
    l = 2
}
p = 3
if(p < 5) {
    y = 0
}
else if(p == 5) {
    x = 5
}
else if(p > 3) {
    m = 4
}
else {
    x = 0
}
i = 2
r = 5
if(r >= 3) {
    z = 2
}
END","[1, 1, 0, 0, 1]"
"l = 0
if(l >= 4) {
    u = 3
}
else if(l == 0) {
    r = 2
}
for(int i=0; i<2; i++) {
    q = 5
}
f = 3
k = 3
u = 0
v = 4
if(v < 2) {
    h = 2
}
else if(v <= 0) {
    b = 0
}
else if(v == 5) {
    c = 2
}
else {
    s = 4
}
END","[0, 1, 1, 0, 0, 0]"
"i = 2
l = 5
if(l >= 5) {
    n = 5
}
else if(l <= 1) {
    p = 2
}
else if(l == 4) {
    e = 0
}
else {
    d = 0
}
a = 2
c = 5
p = 1
if(p >= 0) {
    m = 2
}
else if(p >= 0) {
    s = 5
}
else if(p >= 5) {
    u = 3
}
END","[1, 0, 0, 1, 1, 0]"
"v = 2
e = 3
g = 2
END",[]
"h = 3
if(h < 5) {
    e = 2
}
else if(h <= 4) {
    s = 4
}
else {
    p = 2
}
i = 1
if(i >= 4) {
    c = 1
}
else if(i < 5) {
    t = 3
}
else if(i >= 5) {
    t = 1
}
else {
    v = 0
}
d = 1
r = 2
END","[1, 1, 0, 1, 0]"
"for(int i=0; i<3; i++) {
    k = 1
}
for(int i=0; i<1; i++) {
    b = 0
}
q = 2
w = 5
if(w < 3) {
    a = 1
}
else if(w == 3) {
    z = 3
}
else if(w < 2) {
    s = 1
}
else {
    u = 4
}
for(int i=0; i<2; i++) {
    i = 2
}
END","[1, 1, 0, 0, 0, 1]"
"c = 0
h = 5
g = 2
if(g > 4) {
    b = 1
}
w = 0
t = 2
l = 4
for(int i=0; i<0; i++) {
    b = 3
}
END","[0, 0]"
"b = 4
if(b < 4) {
    l = 4
}
else if(b >= 1) {
    q = 4
}
m = 0
h = 3
d = 4
if(d >= 5) {
    a = 2
}
else if(d < 2) {
    l = 5
}
else {
    x = 1
}
END","[0, 1, 0, 0]"
"for(int i=0; i<3; i++) {
    h = 3
}
c = 5
k = 5
if(k >= 1) {
    n = 1
}
else {
    h = 2
}
END","[1, 1]"
"k = 5
for(int i=0; i<3; i++) {
    d = 0
}
x = 5
h = 1
h = 5
END",[1]
"v = 5
if(v == 1) {
    f = 3
}
else if(v == 4) {
    a = 5
}
else {
    o = 5
}
for(int i=0; i<1; i++) {
    s = 1
}
z = 3
g = 3
if(g <= 0) {
    c = 5
}
else if(g <= 2) {
    o = 0
}
else if(g < 1) {
    e = 1
}
x = 1
if(x > 4) {
    b = 0
}
else if(x >= 2) {
    s = 3
}
else {
    h = 0
}
w = 4
if(w <= 5) {
    x = 1
}
else if(w < 2) {
    s = 4
}
else if(w <= 2) {
    w = 2
}
n = 4
if(n > 3) {
    u = 1
}
else if(n < 3) {
    e = 2
}
else if(n == 2) {
    h = 3
}
else {
    a = 3
}
END","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
"s = 1
f = 3
if(f >= 2) {
    o = 5
}
else if(f == 3) {
    o = 3
}
m = 1
if(m == 4) {
    x = 2
}
else if(m >= 0) {
    i = 0
}
s = 2
END","[1, 1, 0, 1]"
"f = 3
e = 1
k = 3
x = 0
END",[]
"for(int i=0; i<2; i++) {
    o = 2
}
for(int i=0; i<2; i++) {
    i = 0
}
for(int i=0; i<1; i++) {
    u = 1
}
for(int i=0; i<0; i++) {
    z = 5
}
g = 5
if(g < 0) {
    s = 0
}
else if(g == 3) {
    z = 3
}
END","[1, 1, 1, 0, 0, 0]"
"for(int i=0; i<1; i++) {
    h = 1
}
for(int i=0; i<2; i++) {
    s = 5
}
for(int i=0; i<1; i++) {
    t = 4
}
for(int i=0; i<0; i++) {
    u = 2
}
f = 0
if(f == 3) {
    c = 1
}
END","[1, 1, 1, 0, 0]"
"s = 4
if(s >= 0) {
    j = 1
}
else {
    d = 4
}
e = 2
if(e < 3) {
    q = 4
}
else if(e <= 2) {
    x = 2
}
else if(e < 4) {
    k = 3
}
else {
    m = 4
}
for(int i=0; i<0; i++) {
    f = 3
}
END","[1, 1, 1, 1, 0]"
"m = 4
if(m < 1) {
    v = 4
}
else if(m >= 5) {
    d = 3
}
n = 5
if(n < 2) {
    d = 5
}
else if(n < 5) {
    u = 5
}
else {
    a = 1
}
h = 4
if(h == 0) {
    q = 1
}
else if(h < 0) {
    b = 1
}
else if(h == 4) {
    g = 1
}
r = 5
l = 1
END","[0, 0, 0, 0, 0, 0, 1]"
"a = 4
if(a <= 3) {
    f = 3
}
else if(a > 3) {
    v = 1
}
else if(a >= 4) {
    l = 4
}
k = 4
if(k < 4) {
    r = 0
}
else if(k > 0) {
    x = 2
}
for(int i=0; i<3; i++) {
    u = 0
}
for(int i=0; i<2; i++) {
    w = 0
}
for(int i=0; i<3; i++) {
    s = 2
}
END","[0, 1, 1, 0, 1, 1, 1, 1]"
"for(int i=0; i<2; i++) {
    w = 3
}
for(int i=0; i<1; i++) {
    m = 5
}
for(int i=0; i<0; i++) {
    b = 1
}
END","[1, 1, 0]"
"for(int i=0; i<2; i++) {
    d = 5
}
for(int i=0; i<1; i++) {
    k = 3
}
for(int i=0; i<2; i++) {
    e = 2
}
f = 2
for(int i=0; i<0; i++) {
    d = 2
}
q = 2
END","[1, 1, 1, 0]"
